Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
1199,4,3,2008,2.4434167532561117,0,7,329262.07981552597
1441,4,2,1959,0.947910474998672,1,1,282833.7280286678
4354,4,3,1953,3.796501373226652,0,8,926138.4435519716
2224,1,3,2015,1.0158716434854085,0,1,497599.77522484557
3165,2,2,1964,1.1868868891677653,2,2,627672.0531228251
2233,1,3,2019,1.7762136226683471,0,7,511460.7712816281
3505,1,3,1961,3.136469955587563,2,10,736381.2784482321
3471,2,1,1997,1.567767868685237,0,5,711135.4932893267
3349,3,3,1959,1.5898132317773885,0,1,703551.2556131913
3011,4,3,1984,1.890301955306687,1,1,658260.7060110456
2969,4,2,1972,2.901150227211355,1,2,656138.7655193502
3990,4,3,1965,1.6913850577979432,1,6,832382.8404265312
4664,1,1,2008,1.504532263374199,0,7,953608.1318259545
2548,1,1,1962,2.06454502991525,2,1,486354.2294006169
3301,2,3,1960,0.946967623752323,0,5,664858.8318086077
2323,3,3,1988,1.9883261460468435,1,1,529129.8197328626
3339,3,3,1983,2.831602610049519,1,7,728909.6867600026
764,1,2,2002,0.5209167601637629,2,6,170062.04573017763
3528,5,3,1984,1.1145511701648518,0,6,752057.8479487561
697,5,3,1957,4.912750405642589,1,8,212415.9102844135
3415,1,1,1955,1.7259377131649365,1,6,675295.0440562819
1582,5,2,1956,4.48528893908798,1,5,396246.3588887452
1360,2,1,1981,0.5996366396268326,0,5,262382.8522740563
4888,3,2,1980,3.38822629686217,0,2,1028711.0687203548
3618,3,2,1970,3.354338347341487,0,10,759268.437715163
1109,2,1,1980,2.942713475337732,2,7,255798.24981116055
3847,4,2,2021,1.5413769198161749,0,1,838623.1769408262
1706,5,2,2019,4.998626741170376,2,4,487678.6307527552
1253,5,1,1974,3.268641439770863,0,3,296184.19659571577
1424,4,3,1965,3.5749380898071617,0,9,341535.76620404184
2029,3,2,1992,2.4612270539909455,0,8,458202.80267966137
2470,5,2,2021,1.4413737543287923,0,9,579350.0879965014
1816,4,1,2014,3.571573641380439,2,9,459225.80299076304
1973,4,1,1996,0.7426060649422526,1,3,435716.76471077366
2535,1,2,2017,0.774532143524277,2,5,533656.3940212176
904,3,3,1973,4.436471131265012,0,10,248032.68445975007
4790,3,3,2005,2.279924943625127,0,9,1027431.6023877732
2690,1,3,2004,4.216349393867534,0,5,612514.3460223735
3829,4,3,2006,4.715177195220015,0,1,880795.4915611079
1567,2,3,1968,2.1741300021660406,2,9,338672.09052802273
2895,5,3,1999,2.054004422660724,0,5,644777.6954128359
2578,5,1,1981,2.8815725145969955,0,9,568793.062017204
1736,5,2,2013,2.803268138664957,2,2,446442.3382455093
4747,4,2,1966,3.273952653529348,2,10,1004539.1644636772
3425,2,2,2003,1.3039414287169837,0,10,716657.9992388053
3494,4,1,1965,1.4190842986167276,2,7,702292.442024224
3280,4,3,1963,1.7401667748978642,2,7,684966.1018910139
1550,5,1,1963,1.285296810758913,2,9,343598.0128863525
3225,3,2,1972,2.019807209666994,0,1,670767.1838160984
1308,4,2,1970,1.881019319850858,0,2,305105.4026726957
2338,2,3,2018,4.071067945424607,1,6,560304.6612210645
4718,3,3,1953,3.2052314196998015,0,9,980096.2602837151
753,5,3,1976,3.373577319675346,0,8,238385.28336745192
3813,4,3,1951,0.7442076682959657,0,9,771437.2497668808
2193,2,3,1983,2.619305835759635,0,10,462554.068196188
1591,5,1,1965,2.2120890041943198,0,6,356140.6848849158
2439,1,3,2008,4.160957809992439,2,1,586775.5325522206
4014,1,1,2013,1.5574742489061122,0,10,821146.2339055584
4110,3,1,1996,1.3663473842192078,0,4,834242.3778960682
1651,4,2,2016,2.0665738606757094,1,9,428312.62125242787
3825,4,3,1978,1.3555665396008658,2,1,811219.0074286052
4896,1,2,1956,0.8993352493630135,0,10,969546.9170706066
3771,1,3,1991,0.9478840271308114,2,6,787314.3029954119
2656,2,1,2017,1.5273969153133016,0,6,598468.4650879628
4468,5,3,1984,2.360184331437587,2,3,969802.0062285268
2576,4,2,1969,4.562593335199154,2,9,582733.2357364156
1479,4,2,1993,1.7636631404401075,1,5,340723.53886229487
3435,4,2,1965,4.100928564576106,0,8,729494.9061684583
2448,2,3,2018,2.4176588372622585,2,9,568126.1132429272
4656,3,2,1991,2.344915937103272,2,5,993099.7394147223
1631,5,3,1966,2.9455033484385167,1,1,394078.60959091125
4257,1,1,2003,4.418519154358604,1,4,915523.1005371365
4926,5,3,2017,1.868381728302866,0,3,1062679.2963192032
1213,5,1,2014,3.2825902054035003,2,2,339187.7070585959
3037,5,2,1976,2.6188655767719755,1,3,657181.1237441738
1145,1,3,2008,0.919382538032126,1,3,275063.0991470561
2742,5,2,1989,2.1586140052943956,0,4,606961.2334382456
2894,2,3,1989,3.932405693652103,2,7,653649.70273917
3572,2,1,1972,1.2525520251473394,0,1,703544.2323367139
785,5,2,2013,2.722942694435632,2,7,265368.1168063408
2208,1,3,1999,2.8863191905910313,2,10,497451.74426909577
2222,3,1,1992,4.116674408074777,1,5,516053.84725521604
1454,2,1,1959,1.8529334285232375,0,3,283812.08439113566
4625,5,2,2017,2.2412279346518953,2,8,1018174.3447662219
1889,1,1,2012,4.5712742334032574,2,8,460285.1980504525
3476,4,3,2011,4.212911573590294,2,9,841145.9349067903
1804,5,3,2013,1.4965337319201926,1,9,445026.0299136858
1123,5,2,1950,2.6117835229660566,2,2,267132.4135848208
4675,3,1,1953,3.096099085542707,2,10,944360.0236691618
3224,5,1,1964,4.608016001314589,1,5,705754.4319783618
1966,2,1,1978,1.0771480045418789,2,3,389764.1813971663
4266,3,2,2000,1.4668070523631422,2,1,908681.2553412555
735,5,2,1973,3.416472655403555,0,9,198659.21988081493
859,1,2,1995,4.765863044950239,1,10,256118.772261761
4066,1,1,1950,4.538584176113511,0,7,825884.9166437924
3341,5,2,1969,1.7760446713160571,1,1,711069.5281311092
4606,2,2,1981,3.9070572078974424,0,9,963522.7496067763
4913,1,1,1972,1.177736464482233,1,4,977158.5923179968
2486,4,1,1979,2.366668037250262,0,7,543734.421890143
2314,1,1,1962,1.8317509935724865,2,3,445806.2644816724
3836,3,1,1971,2.3405310432203024,0,3,802612.7725003738
2959,5,3,1999,3.84797255305678,0,7,714848.6235777655
3032,5,1,1987,2.32069399775503,2,5,676331.567465326
1641,5,2,1970,3.4037057626129976,1,1,390668.74597278755
3908,2,3,1956,3.5697784020621883,2,6,819710.2486429272
4589,5,1,1957,4.786685370746651,0,10,979464.2483835348
3914,4,2,1956,3.0774555629490177,0,7,835109.5946058031
4069,4,1,1950,4.4844838182985685,0,4,873045.5931542665
4643,1,3,2019,4.557123523791804,2,3,1021134.6211894122
1036,2,2,1957,0.7019978520968966,0,4,188640.38187206959
3991,3,3,1960,3.719999731077928,2,5,845164.6914357615
4252,3,3,1952,3.8145109204892726,0,4,898285.8610405298
2433,3,3,2011,2.4669010406271688,1,9,568580.9876770348
2663,5,1,1957,1.5296520936044247,1,6,557079.2273797286
2375,2,2,1987,0.5583950179260765,0,6,489563.9515715128
3640,3,3,2009,1.1764019807049333,0,2,773254.7611943856
4172,5,3,1956,2.7956677120534548,1,10,894611.0786564201
2319,5,2,2013,4.2024609567830105,0,5,589091.6885343118
3655,2,1,1964,2.2930308691078505,1,7,727493.3002560034
4670,4,3,1977,2.8093238769055047,0,10,1001847.3602497705
3061,1,2,1957,2.7659077095116014,1,7,634599.1760633565
3656,2,2,2022,4.521358640057602,1,9,856066.3005338378
3759,2,1,2017,2.251685583417965,1,2,818527.3647504692
2950,1,2,1960,2.209595724002999,2,10,592950.4407677525
1451,4,3,2017,1.6401022810164807,2,5,382242.3344217981
3489,4,1,2018,2.9829962224050255,1,5,794916.3350216394
1624,4,1,1986,4.233078737688627,1,10,401605.4595539724
4995,5,1,1985,0.5736960791531525,0,6,1036985.5647011974
4475,1,1,2013,1.4665072969165278,1,4,931211.3422152486
2729,5,2,1969,4.8038318919946255,0,5,618986.7671394421
4932,2,1,1972,4.479598177050891,1,2,1040389.0481357794
4727,4,3,1979,3.6528096117303543,2,8,1028471.3834928683
1570,1,3,1968,4.262868939886206,0,2,344582.4825755039
4579,4,3,2013,1.5832020149273944,1,7,990684.0414582932
4022,4,2,1953,4.736898096279985,0,7,875981.0268954616
2756,2,3,1993,3.097087027348016,2,3,631263.4704111578
2442,3,1,1954,1.4840167838210065,1,8,479122.2318970532
3285,3,2,2017,2.864946814068739,0,3,751694.007653039
4757,5,2,2020,3.9933979384039056,1,2,1069745.8015251246
684,4,2,2004,4.63931611115988,2,1,244655.2411024817
700,4,2,1962,3.3499720956428733,1,3,185087.98385012834
4862,1,2,2012,1.962562199101254,1,4,1012464.3291742969
1993,4,3,1989,2.032451759659536,0,7,462185.7241886994
4514,3,3,1955,3.733399818365163,1,8,947177.5624768806
4099,1,3,1993,2.654239548160319,2,6,875208.9459576284
3531,1,1,1969,1.7926962394628658,2,10,699760.0112443066
2155,3,2,1998,3.690305616932815,0,8,524271.1684465712
4559,2,3,2015,1.3586026983363033,2,9,989552.7290251974
3155,1,3,2015,3.237814524299226,1,3,723988.0802463474
837,4,1,1967,2.1795852037065524,1,10,191117.1012230497
1019,4,3,1989,0.6909383176189005,2,6,256806.92719592105
2178,2,3,1967,0.8138906839415264,0,7,447360.1524843706
2969,3,3,1977,1.9339463933030807,1,5,636165.0272858115
4456,5,3,1963,1.665986030308856,1,4,941697.9013448459
1357,4,3,1997,2.8118628075684082,2,9,359724.28880544147
919,2,3,1985,1.1078606580159231,2,6,217213.6452196605
660,1,1,1981,0.5444747949895765,2,2,116075.9991659385
2406,1,3,1964,3.624111330483101,0,8,526880.51562257
3186,3,1,2015,2.8917679302627954,2,6,716026.1369294678
4861,4,3,1993,4.80464399065795,2,2,1089238.7053922308
3866,5,3,1951,3.820813573591995,2,4,838077.3632250122
4133,2,2,2013,3.1213977371951627,0,5,912404.0352608638
1572,4,2,2019,3.8798291274638776,0,3,421553.8260417681
661,4,3,1969,3.5062750707292327,2,5,218282.76546130027
2647,4,3,2014,2.793208499710756,0,9,623788.5717432188
3438,2,3,2016,4.522504882761339,2,5,797598.5327914602
1716,2,1,1993,4.887957809384858,2,4,431198.5095627301
887,4,2,2008,2.2064603661825846,2,10,256263.7897660657
4517,3,3,2022,0.9650326165438036,1,7,961538.9366805046
3957,3,3,2022,0.5576825005951715,1,6,835248.8196116936
2582,3,2,1982,3.9219094025711225,1,6,587557.3219128358
1814,2,2,2002,1.0277606651020026,2,5,405940.62394306617
3549,1,2,1976,2.105449617029868,1,3,706826.277968592
2757,5,1,1996,2.58621945030899,2,1,628244.479853643
3274,5,2,1978,1.496158517713791,2,9,703977.4077944257
4144,5,3,2010,1.4631786129648459,0,3,915680.0520430275
1007,4,3,1977,2.560433234775944,0,1,264737.74806016096
2876,3,2,2015,1.1361160889876736,2,5,634322.2913990483
3952,1,2,1988,4.984545453300421,1,9,875163.0460692297
3344,5,3,1984,2.8757480168643847,0,6,733878.7925880464
4347,5,3,1983,1.2591546302310967,1,2,915671.544115725
3695,4,3,1974,2.6102100782382687,1,3,803978.7860467153
4061,1,1,1952,2.239790776852254,0,6,787420.4040749857
1928,5,3,2009,2.954904244621768,2,8,505855.7358014711
4159,3,3,1950,0.617299731196695,0,7,828066.5815961268
1419,2,1,1967,4.640825313560012,1,6,343765.3736744435
4435,3,1,1978,2.2666523040889675,1,9,928972.4633719951
2535,4,3,2000,4.052038529263124,1,10,625907.4626677524
1344,2,1,2016,1.9163691475630829,0,4,312296.90949322894
2630,4,3,2016,2.678626072030753,1,8,639761.2390112204
2071,4,1,1999,3.980214715020124,1,4,508941.1259280808
4123,5,2,2012,4.322433828729412,2,2,942805.1412135084
1454,1,2,2009,2.467745461014757,1,3,333886.91673239187
2581,4,3,2016,1.82521721751593,2,4,605853.6156021083
970,5,1,1996,3.7534998181718713,0,4,265707.75139475276
3464,2,2,2007,4.255591392477289,2,8,777632.1678350851
4658,5,3,1993,4.977719255334721,0,7,1045331.7428686394
4251,4,2,1998,3.0624890855955957,1,10,944331.4310328666
2966,1,3,2015,1.9590535686833728,1,1,658631.2394243161
4725,4,2,1953,3.6562247850186056,2,2,993240.2813625648
1884,4,1,1957,2.1054592023047265,2,7,414166.584309186
3106,5,2,1994,0.5989221803048377,0,4,670751.6199250943
1791,2,1,1984,2.430432193284007,0,5,355281.41848528635
1794,2,1,2010,2.2645670126061535,0,2,399993.5061985345
1514,5,2,1977,3.5011355880873625,0,10,373210.4709807022
4236,5,2,1991,2.1943383831341823,0,2,912840.514069475
1395,5,3,1954,3.6234838950380106,0,10,328551.2591177774
3121,2,2,2010,1.8090667407601688,1,2,688198.8968882762
1313,2,3,1970,4.884713521659705,1,1,336324.3062711895
4951,4,3,1966,4.207448136316119,2,3,1075571.3791102972
1225,5,2,1990,4.36152372439661,2,3,348817.9636071414
3804,2,2,2000,2.7749567208567387,2,1,827232.7524205119
1785,2,3,2011,4.381584593276555,0,1,464917.3899113539
4519,3,2,1973,0.9211901275699442,1,1,899148.7735840948
3398,4,3,1980,2.5184968522056725,1,10,727737.5684774396
3764,5,2,1960,0.6708261243331076,1,10,791579.414020173
2081,1,1,1966,3.866723718744585,0,5,424881.192942697
1232,4,3,1964,2.028966090344797,2,9,297268.39963389
2675,1,3,2018,1.0294080251640578,2,5,586523.0330755623
2401,2,1,1988,1.8838840797070533,1,6,504682.30124801846
3791,1,2,1992,0.8756424711369859,2,1,789375.5257047325
970,1,3,2006,4.4337664475419665,1,8,295022.5399235028
3283,3,2,2016,4.741966296349837,1,1,764387.1612255372
3328,5,3,2002,2.657947673557351,0,10,763725.5258670213
2357,2,2,1952,0.6576424382327757,0,7,445843.0230677606
4971,3,2,2015,3.6069339067681665,2,6,1093920.567278281
2706,3,2,1974,3.2207022843673463,1,8,587836.4885272456
798,5,2,2004,1.1093057047477721,2,5,231276.78254544383
2505,2,1,1979,1.2625996333753828,2,10,515273.7111402051
1752,1,1,1970,2.3572252718736353,2,6,346418.99903362215
4472,2,3,2005,2.9995925265890273,2,9,985929.4116111312
3766,3,2,1981,1.7856481732014404,2,1,799178.3100544005
4978,3,2,1998,4.005037839119257,0,5,1077288.9997226049
3038,5,1,1967,2.854458747368937,0,3,647006.812552705
3451,2,3,1998,1.308393420426686,0,1,728056.5765378486
3334,3,3,1989,1.6418692417770138,0,10,715198.2689056209
1796,5,3,1972,2.066895419961472,0,3,420312.9734771627
817,4,2,1968,3.7883070608255887,2,1,235076.43570083668
4406,4,1,1999,2.3636081441281176,0,5,932649.9240951391
3431,5,3,2009,0.9774718507193342,1,6,772168.8890108
4635,5,1,1952,2.866806946706183,2,5,978615.9532215906
2233,5,3,2010,4.106065963432139,2,5,573797.9393068494
4402,3,3,1972,0.962664738039741,2,9,910789.6401401254
840,3,2,1995,1.5707996215292788,0,5,216863.62100565902
960,3,2,1978,3.0375824936270055,2,2,252906.52038561922
1304,2,2,1996,2.361275822072276,0,8,314932.1091885126
2670,4,1,1955,1.0552746368895654,1,6,526011.927072673
3604,3,2,1983,2.211295502762834,1,2,768026.8046916487
1171,1,3,1972,4.130517705586602,2,7,281186.59240997664
3613,4,2,2005,2.8877228241473683,1,7,814017.2700121545
4841,2,1,1993,2.0916350896133027,0,1,987630.2411262016
3889,4,1,1970,1.932368426115563,2,1,796470.173239297
1382,1,3,1968,2.3892378734624913,0,10,290298.30410481995
3655,4,2,1958,3.822173063370685,1,4,757772.6795534062
4304,4,1,1981,3.744726132207034,2,5,920289.4519320512
4687,1,1,1967,1.119516189174529,2,1,926905.0857421343
2826,2,1,1960,0.9002086013996065,0,5,542991.804375963
1131,5,2,1999,1.666526877802089,0,3,297430.03002277086
1191,2,3,1997,4.180979212699019,2,4,328345.94353574986
1272,2,2,2007,4.181506460485659,0,7,338209.72297524085
1684,5,1,1954,2.527116852460538,2,1,371062.9191493888
3446,2,3,1950,3.296439315773547,2,8,716763.3222258855
2780,5,3,1993,3.089250311245727,2,8,662405.5845064747
2661,1,1,2007,2.416719688101228,0,10,564747.6546436538
3556,4,3,1964,4.0521923481987905,1,3,787025.1209350944
4075,2,3,1958,3.0768534907239715,1,6,839791.6880314772
1390,1,2,1950,4.555349455541837,0,6,307408.5096757198
2034,3,3,1976,2.6436402247512714,1,7,471684.20672081184
3239,2,3,1999,3.0240213971175978,1,9,721297.4038385835
2302,2,2,1976,1.018230806249206,1,4,468463.5103435862
810,3,2,2002,2.539283130359297,1,2,243807.96063867555
518,5,1,2022,2.4979955933602676,1,5,185017.07495397748
532,2,1,2000,2.8705635943312267,1,4,169115.78445840784
3047,4,1,1965,3.8118869195217258,0,9,651396.3018975648
4094,4,1,2021,3.795748009688997,1,10,933332.7201261588
3712,3,2,2004,4.635461228434767,2,7,858842.0721140668
2781,1,2,1998,0.7557887780671217,1,2,579099.9189411195
3310,3,1,1996,3.660393454930391,0,6,720914.5065226995
2618,1,1,1987,0.5254045275189507,1,2,529182.0825220721
1808,1,3,1968,3.967012494832954,1,5,402330.051233892
2929,1,3,2018,2.910919097833265,0,10,640231.344996706
2590,2,2,1959,2.5913313928051136,2,5,537046.996909459
777,5,3,1973,3.9094883509327714,0,8,228020.25727708673
1960,2,1,1976,4.7674696236627305,0,8,450613.68058988993
2407,3,1,1994,2.1721194470173155,2,4,537008.7400200082
2507,1,3,1999,3.4733091543112926,0,2,560533.5523017783
4219,2,2,1950,1.6402036768607815,0,6,833203.3521306787
2200,1,2,2016,4.839965299287508,1,7,523787.9252238729
2173,1,1,1997,2.553395604973952,1,6,446596.54904367315
3154,1,3,1978,4.879249059468268,0,6,681312.9595363914
3794,4,2,1987,0.5988675686112834,2,6,801590.7489832783
3046,2,1,2016,3.797023865003008,1,6,692605.1717929861
690,4,3,1957,3.5118887412284563,2,4,203867.04292282808
3352,5,1,1979,1.686803841252646,1,5,721369.9682796898
4719,3,3,2014,4.499405233425616,2,4,1059604.5431950125
4646,3,2,1991,3.3786337026495246,1,6,1002826.7140794947
1222,4,2,1974,2.644075720577298,0,8,291123.86737050366
2349,5,1,1962,0.6270397382708066,2,4,499423.0248296617
1006,1,1,1994,3.6031049164056985,1,6,248140.69849909737
4697,2,2,2002,2.5172471562382874,1,6,983727.4767885797
4994,3,1,1979,2.574592223062992,0,6,1021319.1474460209
2741,1,1,1966,2.0754506219503543,0,10,567431.9856695889
1315,3,2,1981,2.757090649630768,0,7,308618.40727220185
1577,3,2,1959,2.159603982060338,2,6,333204.6517052892
820,4,1,2011,2.6488581616457925,2,5,261028.92425959557
1056,3,2,2000,3.9360826105995894,1,4,302763.5319666221
992,1,3,1979,3.894596566468469,0,9,253335.46265636184
2259,1,2,2017,2.321262787233464,0,6,509733.85039647983
3700,4,3,1981,3.4980570680260437,1,9,827172.6024635622
1684,5,3,1998,4.052342398611136,1,8,467628.527062253
2625,5,1,2001,4.19192069116559,0,4,625113.6084591298
4375,2,3,1950,4.7713010905209465,2,3,940445.6398686065
4658,4,2,1985,3.504874930344413,2,7,1019487.3783431966
1059,5,2,1972,3.7390015707011144,1,6,314409.7736500429
3974,1,2,1977,4.388431658452745,0,10,845099.6344751113
4087,2,2,1954,3.2659055578902665,1,9,834424.374633763
2282,5,2,2010,4.972111370155382,0,2,586202.7283976951
2635,4,1,2001,0.5148195298874818,1,3,557081.9095224816
1463,5,1,1974,2.6447883716815177,2,10,355490.1340023163
4812,2,2,1958,4.781884263882352,0,7,1018386.5472002098
1382,5,2,1978,1.046503701329614,2,1,329430.00939363526
3465,1,3,1953,2.6626021370990527,0,1,699521.46839574
4837,3,2,1975,4.762414171447557,0,8,1037003.3579306132
3493,2,1,1951,2.4756946721125384,2,5,711420.8485416798
1089,1,3,1996,2.118153082639681,1,6,265490.41866185714
3252,2,3,1998,2.754328218617139,1,7,711714.0397853915
4144,5,1,1950,3.412569744438765,2,9,890116.3015869329
2103,1,3,1983,3.993307148821765,0,10,474659.86005527806
3932,5,1,2022,4.802745577497218,1,10,931347.3935704002
4545,2,3,2011,0.5695734861707452,1,8,964660.1892102422
4761,4,3,2000,2.4717952249985986,2,4,1041122.1131331322
782,3,3,2003,2.006148625336258,2,2,204185.93298465258
892,5,2,1971,4.318595183281102,2,9,274702.47342609277
4786,2,2,1995,2.6579140026936185,2,2,1017297.7102156287
941,2,2,1975,1.8575788715350487,1,7,196219.67335699408
2540,1,3,2007,1.3721190911056214,0,3,556153.5090309681
741,2,3,1997,1.763968843338097,1,4,188531.42345710637
2622,5,3,1978,4.265319064752136,0,9,637460.5456312749
3617,2,2,2001,2.4292227913153828,1,5,782141.4655450322
2544,4,2,1975,2.1561352370906315,2,3,558455.2053412689
801,4,3,1973,4.733479848602754,2,10,258111.6713724362
2544,4,1,2015,2.716117801845059,0,1,580585.2530312196
3644,2,1,2016,3.3466071389912875,1,3,795073.7128159615
3825,3,3,1991,3.30229527031775,1,10,843637.4594569862
4443,2,2,1950,1.3525540390173947,2,6,886552.4267893829
1109,2,1,2014,1.554748790977789,0,6,255252.50700844126
4985,2,3,2004,3.221267538348383,0,9,1097135.0310765046
4766,1,2,2011,1.8394870764119613,2,2,982715.0011195854
3554,4,2,1984,1.2250530352212516,0,9,751485.4504355865
3604,1,3,2011,3.157294139647831,0,7,783698.429783847
4529,2,2,2017,0.5007898213606549,0,7,943995.8250049601
4727,5,2,2017,3.224764156568672,2,3,1063889.697330977
3038,3,1,1951,2.4813052070391324,0,6,610281.27171692
1297,2,3,1970,1.1493914032472137,2,1,284798.2134604166
1454,4,1,2010,2.9946050654736607,1,3,369854.9244932172
4219,1,1,2017,2.6933503005063058,0,2,897969.4066548754
3641,1,1,2013,1.3522703804818077,2,2,763296.5725547657
3237,1,1,1953,4.090894607021836,0,9,653657.1196134132
1491,3,2,2011,3.427175074976094,0,10,379599.88338783145
4458,5,3,1986,1.2111904389936807,0,4,961405.2537946948
3692,3,3,1971,2.355503970349951,0,1,781584.8686230956
3419,1,1,1972,2.805281407595683,1,1,703413.1109446795
2928,3,3,1953,0.8856954204722778,1,9,580773.8548180083
1232,4,1,1976,4.340312249813953,2,9,315032.0489079091
3349,4,3,2009,2.2806641949796345,0,4,762499.385968725
3263,4,1,2016,2.447568158930872,1,6,733933.848756874
2966,3,3,2004,3.985106881836885,0,1,683780.2808539022
4136,5,3,1990,1.139008184619791,0,5,873699.6593636528
3670,2,2,1952,3.9359288079112393,0,4,750624.6161454786
605,3,3,1970,3.67648978202582,1,9,183553.0868716921
2124,1,2,1964,1.733093228310835,0,7,419888.33861432644
3126,4,1,2022,1.6071585179640346,2,1,694021.5618281532
4476,2,2,2021,3.7233859193655103,1,8,981034.928617599
4929,3,3,1971,4.057342296222531,2,5,1062899.029267778
4008,1,1,2008,0.8266533942610339,0,3,810528.6852496661
2891,1,2,1982,1.0541996329495575,2,10,569222.5596206398
2880,5,3,2005,4.888855309549785,2,1,725005.172224342
1848,1,3,1983,2.226832562807741,0,1,397982.706399059
1779,5,1,2011,3.0642281612278044,0,1,460189.87499912427
4363,5,1,1958,2.759720251202667,2,5,929392.4174366418
4350,2,1,2010,0.8565194204641392,1,9,910200.4465432134
3300,4,2,2015,2.59729602943431,0,1,724654.1085626789
643,5,1,2009,1.9949250692629472,1,7,213397.79303700436
3976,5,1,1955,3.90350421312299,0,3,827432.4143465807
3999,1,2,1968,3.1915304534099107,1,10,836207.3651672467
3306,3,3,2020,4.981011775106605,2,10,782387.6155069045
3597,1,3,1994,4.469484907347139,0,4,784639.3817525667
2660,3,1,1994,2.2993990836646736,1,8,574005.698472147
3465,4,3,2003,0.657226608826948,2,3,749471.4241491086
3647,3,1,1958,4.572409252038638,0,8,759262.2291888312
1088,3,1,1983,1.4528818117885827,0,2,232006.5726790431
1401,2,1,2004,2.785325327229027,2,6,339924.62733940093
1682,4,3,1994,2.446160001898673,2,1,416410.925282871
1864,3,3,1977,3.077372978921756,1,1,440652.04719550186
841,4,2,2001,1.6783273913378638,2,2,246067.14165900124
2669,4,3,1977,4.162796527107753,2,5,615887.5310730329
4556,1,3,1961,4.087124780316765,0,3,944207.1199484412
2841,3,1,1959,3.7587152714284953,0,7,595022.7767339448
1705,2,1,1977,1.9662055734671813,1,9,354744.6305953098
3490,4,3,2007,2.3203238397055825,0,3,781189.858946368
3273,5,2,2004,3.0406282626915035,1,4,749125.7898294417
4585,1,1,1998,4.606205605619216,0,1,971997.2760108121
1422,1,3,2000,4.538636231743662,0,1,355616.84505465947
1853,2,3,2020,3.022609140504719,2,8,471816.8853184141
886,5,1,1973,1.3340235599615122,0,6,197740.52337046427
1215,4,1,1968,0.5812998579313886,1,3,254262.40425049106
2110,5,3,1960,1.4742620405623823,2,2,454290.2087558371
2004,2,1,1958,2.2236971578253764,0,2,396732.03188500064
1239,2,1,1951,3.7641490166724982,1,2,252885.8800864257
686,5,2,1985,4.323724331095489,1,10,240576.74541293186
4955,5,2,1970,2.199386223393401,0,10,1044071.386933015
4670,2,1,2013,1.7749748237523189,1,3,978804.3571125166
1831,4,3,2010,0.7105363023729583,1,9,432687.983790756
1010,5,1,1972,4.531478815366968,1,4,261227.3187203414
3453,3,2,1988,1.5733734769285714,2,2,725819.5020088372
3551,3,2,1970,1.8981689842306269,0,10,735217.1445331554
3843,5,1,1985,3.813079145602249,2,8,853001.1125510683
749,1,3,1985,0.5754033702157209,1,7,146020.40342022013
3354,4,2,2015,0.8797349660425179,1,2,728361.5265108009
780,2,1,2008,2.590759259640369,2,1,217462.4450570884
1228,4,2,1959,3.0040529262145537,2,6,287478.2675046062
4100,3,3,2022,1.8693962441596548,0,5,884362.1131670572
4993,3,2,1966,2.237953967676638,1,3,1020324.7565966452
3873,1,2,1968,3.211855190386198,2,9,814640.7763577572
4865,2,2,2013,1.9908425320730287,2,8,1048827.351585758
2279,2,2,1999,4.257924530584665,0,3,522780.288516456
1438,3,3,2002,3.830644430424288,2,3,386184.6353401884
4968,1,3,2002,3.419569020142254,2,7,1057041.6666903312
2361,5,3,1986,0.9476246746377566,2,3,542696.8706915026
3442,1,1,2007,1.9813451299153153,2,6,735296.3193637094
3235,1,2,1982,3.616784112407241,2,7,707868.2408111569
1112,3,1,1956,4.854480241138178,2,10,263517.60412390775
3784,1,1,1955,1.5568641184937024,2,2,726876.4455948918
1811,4,2,2015,1.8304926767222864,1,8,436325.0761836845
3898,4,2,1966,4.246996774221886,0,6,857828.3100547659
3830,3,2,1983,2.8541435931372434,1,4,827140.4447152761
3311,5,2,1975,0.52405772384464,0,3,688516.5046690886
2835,5,3,2000,0.7068303365499964,0,3,622147.9735462435
4106,1,2,1983,0.6612986854605233,2,9,822757.369436892
1736,1,2,1995,0.8668156777025735,0,4,348208.72070585785
2537,2,2,1965,4.074923624826861,0,7,539130.3570361829
3436,1,2,1990,4.442773544066542,2,10,749354.8234895595
904,3,3,1957,1.2123675504752645,0,5,198204.1283050715
2133,2,3,2015,3.9418789423434686,1,9,526529.3750881149
4863,2,3,1983,4.7169902521385465,0,9,1047149.2482085732
2381,5,2,1965,3.378402246911242,0,3,521132.0970327614
4851,4,2,1975,4.464543511455922,1,1,1058888.8191302884
1026,4,3,1952,2.3206632487064724,0,8,240538.73327371397
1026,5,3,2013,2.1586941283377152,1,2,297976.3520436722
1161,3,3,1956,4.975447514407718,1,1,312054.0943644217
2599,1,1,2017,3.6838326697759496,2,6,590458.083036415
3750,2,1,1993,3.6970892761840366,2,6,822233.0478994201
3915,1,2,1955,3.6853934135124744,1,8,801261.7292437776
2096,4,2,1966,1.1537425262921202,0,2,436179.4053796772
869,2,2,1993,4.535420214675315,2,7,262117.4547955075
1455,5,1,1996,1.182666400931842,1,4,341610.27390258905
1878,2,2,2007,4.799579646329503,2,7,466999.1890228839
2927,5,2,1977,2.994518634531552,0,4,648902.5219843038
